State,Items Description,All,NIC-01,NIC-08,NIC-10,NIC-11,NIC-12,NIC-13,NIC-14,NIC-15,NIC-16,NIC-17,NIC-18,NIC-19,NIC-20,NIC-21,NIC-22,NIC-23,NIC-24,NIC-25,NIC-26,NIC-27,NIC-28,NIC-29,NIC-30,NIC-31,NIC-32,NIC-33,NIC-38,NIC-58,Other
Maharashtra,(b) Semi-Finished Goods,174006,-698,0,339,1182,84,-8976,739,992,-278,2324,126,-65298,18899,71801,7801,5542,12556,9651,-3823,9595,14839,12666,1473,50008,24632,-1153,0,0,8985
Maharashtra, (c) Finished Goods,480747,-29334,6,302737,14818,12820,8975,8766,-765,228,5604,-740,-149938,23597,126964,-1928,5248,32449,8021,-1785,-11613,54499,47091,14482,1917,8098,170,45,-27,340
Maharashtra,25. Gross Capital Formation,6221659,-28598,31,989805,159533,4992,189914,51768,4317,4499,61335,40052,-135652,434755,575067,177690,538769,569768,258495,54517,100639,616047,570018,196508,39732,177931,13514,2975,17738,535500
Maharashtra,26. Income,18581478,604374,257,1260636,127393,230331,425279,131843,10573,14476,221326,243574,4118230,1371324,1476208,837007,630356,602911,835074,229995,730958,1612756,1280881,829473,85977,263722,104069,1802,26797,273875
Maharashtra,27. Profit,11735665,592406,-13,739865,67617,186993,93605,51226,2014,3630,145244,94071,3926841,740313,899182,545224,291337,195614,435536,47248,435130,789164,536830,642287,19732,111028,18586,-1682,18433,108208
Manipur,1. Number of Factories (no.),160,NA,NA,17,8,NA,NA,NA,NA,9,NA,3,NA,NA,NA,NA,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
Manipur,2. Factories in Operation (no.),158,NA,NA,16,8,NA,NA,NA,NA,9,NA,3,NA,NA,NA,NA,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
Manipur,3. Fixed Capital,11374,NA,NA,2016,637,NA,NA,NA,NA,84,NA,173,NA,NA,NA,NA,6689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1776
Manipur,4. Physical Working Capital,6569,NA,NA,2713,171,NA,NA,NA,NA,155,NA,44,NA,NA,NA,NA,1913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1572
Manipur,5. Working Capital,16913,NA,NA,2477,68,NA,NA,NA,NA,38,NA,-17,NA,NA,NA,NA,2419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11927
Manipur,6. Invested Capital,17943,NA,NA,4729,808,NA,NA,NA,NA,239,NA,217,NA,NA,NA,NA,8601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3348
Manipur,7. Gross Value of Addition to Fixed Capital,1319,NA,NA,726,155,NA,NA,NA,NA,14,NA,0,NA,NA,NA,NA,358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65
Manipur,8. Rent Paid for Fixed Assets,42,NA,NA,10,1,NA,NA,NA,NA,0,NA,5,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14
Manipur,9. Outstanding Loan,5191,NA,NA,1478,397,NA,NA,NA,NA,18,NA,45,NA,NA,NA,NA,2047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1206
Manipur,10. Interest Paid,925,NA,NA,253,56,NA,NA,NA,NA,7,NA,6,NA,NA,NA,NA,327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,276
Manipur,11. Rent Received for Fixed Assets,5,NA,NA,0,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
Manipur,12. Interest Received,53,NA,NA,0,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Manipur,13. Gross Value of Plant & Machinary,1207,NA,NA,180,92,NA,NA,NA,NA,49,NA,198,NA,NA,NA,NA,636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52
Manipur,14. Value of Product and By-Product,28865,NA,NA,9385,1304,NA,NA,NA,NA,324,NA,516,NA,NA,NA,NA,9372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7964
Manipur,15. Total Output,37736,NA,NA,9390,1396,NA,NA,NA,NA,344,NA,537,NA,NA,NA,NA,17308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8761
Manipur,16. Fuels Consumed,6780,NA,NA,217,54,NA,NA,NA,NA,40,NA,5,NA,NA,NA,NA,5973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,491
Manipur,17. Materials Consumed,19946,NA,NA,7991,809,NA,NA,NA,NA,191,NA,240,NA,NA,NA,NA,4651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6066
Manipur,18. Total Inputs,29629,NA,NA,8706,1042,NA,NA,NA,NA,243,NA,364,NA,NA,NA,NA,11770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7504
Manipur,19. Gross Value Added,8107,NA,NA,684,354,NA,NA,NA,NA,101,NA,173,NA,NA,NA,NA,5538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1257
Manipur,20. Depreciation,1131,NA,NA,149,80,NA,NA,NA,NA,12,NA,33,NA,NA,NA,NA,587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269
Manipur,21. Net Value Added,6976,NA,NA,534,273,NA,NA,NA,NA,89,NA,140,NA,NA,NA,NA,4950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,989
Manipur,22. Net Fixed Capital Formation,109,NA,NA,571,59,NA,NA,NA,NA,2,NA,-33,NA,NA,NA,NA,-275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-215
Manipur,23. Gross Fixed Capital Formation,1241,NA,NA,721,139,NA,NA,NA,NA,14,NA,0,NA,NA,NA,NA,312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55
Manipur,24. Addition in Stock of,259,NA,NA,79,30,NA,NA,NA,NA,-54,NA,-2,NA,NA,NA,NA,355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-151
Manipur,"(a) Materials, Fuels etc.",-156,NA,NA,39,15,NA,NA,NA,NA,-71,NA,-2,NA,NA,NA,NA,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-279
Manipur,(b) Semi-Finished Goods,118,NA,NA,-15,-2,NA,NA,NA,NA,20,NA,0,NA,NA,NA,NA,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2
Manipur, (c) Finished Goods,297,NA,NA,55,17,NA,NA,NA,NA,-3,NA,0,NA,NA,NA,NA,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130
Manipur,25. Gross Capital Formation,1499,NA,NA,799,168,NA,NA,NA,NA,-40,NA,-1,NA,NA,NA,NA,668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-94
Manipur,26. Income,6067,NA,NA,272,217,NA,NA,NA,NA,82,NA,128,NA,NA,NA,NA,4663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,705
Manipur,27. Profit,1305,NA,NA,49,110,NA,NA,NA,NA,35,NA,46,NA,NA,NA,NA,894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171
Meghalaya,1. Number of Factories (no.),109,NA,NA,15,5,NA,NA,NA,NA,5,3,3,3,3,6,24,NA,28,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
Meghalaya,2. Factories in Operation (no.),103,NA,NA,15,5,NA,NA,NA,NA,5,3,3,3,3,6,23,NA,23,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
Meghalaya,3. Fixed Capital,350312,NA,NA,1291,35125,NA,NA,NA,NA,330,5821,159,1430,368,4659,253360,NA,21061,2028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24681
Meghalaya,4. Physical Working Capital,80893,NA,NA,1156,7256,NA,NA,NA,NA,551,1986,20,1982,401,2126,35274,NA,25431,1480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3227
Meghalaya,5. Working Capital,96225,NA,NA,1326,2522,NA,NA,NA,NA,1338,359,234,2225,1477,1758,45475,NA,36738,2631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141
Meghalaya,6. Invested Capital,431206,NA,NA,2447,42381,NA,NA,NA,NA,882,7807,179,3412,769,6785,288634,NA,46492,3509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27909
Meghalaya,7. Gross Value of Addition to Fixed Capital,48331,NA,NA,118,27766,NA,NA,NA,NA,36,1609,23,25,2,1194,8665,NA,1327,325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7242
Meghalaya,8. Rent Paid for Fixed Assets,1789,NA,NA,11,29,NA,NA,NA,NA,3,51,5,5,92,8,1532,NA,39,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Meghalaya,9. Outstanding Loan,184427,NA,NA,362,104,NA,NA,NA,NA,33,3,5,487,36,2208,149715,NA,13928,1206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16340
Meghalaya,10. Interest Paid,40625,NA,NA,120,1298,NA,NA,NA,NA,44,412,0,445,0,401,32963,NA,3625,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1168
Meghalaya,11. Rent Received for Fixed Assets,28,NA,NA,2,0,NA,NA,NA,NA,0,0,0,0,0,0,23,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Meghalaya,12. Interest Received,665,NA,NA,0,0,NA,NA,NA,NA,11,0,0,0,0,3,386,NA,197,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62
Meghalaya,13. Gross Value of Plant & Machinary,376713,NA,NA,705,32541,NA,NA,NA,NA,344,5287,55,1572,1126,2975,284828,NA,19828,930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26521
Meghalaya,14. Value of Product and By-Product,389179,NA,NA,10119,27929,NA,NA,NA,NA,3157,11120,313,3918,7259,5364,173996,NA,117515,16695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11793
Meghalaya,15. Total Output,431852,NA,NA,10330,29490,NA,NA,NA,NA,3430,11135,1251,3930,7283,5432,199959,NA,124048,16908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18655
Meghalaya,16. Fuels Consumed,91750,NA,NA,420,451,NA,NA,NA,NA,300,452,6,46,424,237,56794,NA,28267,334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4020
Meghalaya,17. Materials Consumed,191145,NA,NA,8171,15290,NA,NA,NA,NA,1616,6878,655,2879,3039,4071,54357,NA,78634,13715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1840
Meghalaya,18. Total Inputs,329898,NA,NA,9038,17127,NA,NA,NA,NA,2339,8744,974,3151,3978,4742,138694,NA,114265,15480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11365
Meghalaya,19. Gross Value Added,101954,NA,NA,1292,12363,NA,NA,NA,NA,1091,2391,277,779,3305,690,61265,NA,9783,1428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7290
Meghalaya,20. Depreciation,39257,NA,NA,160,3480,NA,NA,NA,NA,94,601,24,156,100,272,29348,NA,2447,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2371
Meghalaya,21. Net Value Added,62697,NA,NA,1132,8884,NA,NA,NA,NA,997,1790,254,623,3205,418,31917,NA,7336,1223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4919
Meghalaya,22. Net Fixed Capital Formation,-6995,NA,NA,-45,24016,NA,NA,NA,NA,-303,1002,-13,-133,-99,750,-30527,NA,-6386,-72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4815
Meghalaya,23. Gross Fixed Capital Formation,32262,NA,NA,115,27496,NA,NA,NA,NA,-208,1603,11,23,1,1022,-1179,NA,-3939,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7186
Meghalaya,24. Addition in Stock of,-743,NA,NA,280,3827,NA,NA,NA,NA,33,454,-12,-289,158,456,-9892,NA,5770,-430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1100
Meghalaya,"(a) Materials, Fuels etc.",-3152,NA,NA,249,3178,NA,NA,NA,NA,35,248,1,230,156,90,-8198,NA,2320,-488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-975
Meghalaya,(b) Semi-Finished Goods,-2862,NA,NA,1,-1210,NA,NA,NA,NA,0,101,-4,-1,0,49,-2215,NA,418,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Meghalaya, (c) Finished Goods,5271,NA,NA,30,1859,NA,NA,NA,NA,-2,105,-9,-518,2,317,521,NA,3032,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-125
Meghalaya,25. Gross Capital Formation,31519,NA,NA,395,31324,NA,NA,NA,NA,-175,2056,-1,-266,160,1478,-11071,NA,1831,-297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6087
Meghalaya,26. Income,20976,NA,NA,1002,7556,NA,NA,NA,NA,961,1328,249,173,3113,12,-2168,NA,3871,1080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3799
Meghalaya,27. Profit,-4976,NA,NA,541,6225,NA,NA,NA,NA,208,424,97,-89,2702,-147,-20356,NA,1641,778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2999
Nagaland,1. Number of Factories (no.),197,NA,NA,17,3,NA,4,NA,NA,48,NA,13,NA,NA,NA,4,72,NA,4,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,27
Nagaland,2. Factories in Operation (no.),174,NA,NA,17,3,NA,2,NA,NA,45,NA,13,NA,NA,NA,4,60,NA,4,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,21
Nagaland,3. Fixed Capital,20029,NA,NA,628,259,NA,4,NA,NA,16948,NA,271,NA,NA,NA,72,548,NA,18,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,1212
Nagaland,4. Physical Working Capital,10967,NA,NA,1036,15,NA,5,NA,NA,8629,NA,29,NA,NA,NA,53,294,NA,236,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,666
Nagaland,5. Working Capital,16695,NA,NA,1263,40,NA,5,NA,NA,12928,NA,57,NA,NA,NA,63,303,NA,282,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,1746
Nagaland,6. Invested Capital,30996,NA,NA,1664,274,NA,9,NA,NA,25577,NA,300,NA,NA,NA,125,843,NA,254,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,1879
Nagaland,7. Gross Value of Addition to Fixed Capital,393,NA,NA,42,0,NA,0,NA,NA,157,NA,13,NA,NA,NA,29,61,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,91
Nagaland,8. Rent Paid for Fixed Assets,168,NA,NA,3,1,NA,2,NA,NA,47,NA,16,NA,NA,NA,2,65,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,29
Nagaland,9. Outstanding Loan,2072,NA,NA,595,0,NA,0,NA,NA,613,NA,32,NA,NA,NA,31,20,NA,2,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,778
Nagaland,10. Interest Paid,254,NA,NA,129,0,NA,0,NA,NA,8,NA,4,NA,NA,NA,3,13,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,96
Nagaland,11. Rent Received for Fixed Assets,6,NA,NA,5,0,NA,0,NA,NA,0,NA,0,NA,NA,NA,0,1,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0
Nagaland,12. Interest Received,22,NA,NA,2,0,NA,0,NA,NA,15,NA,0,NA,NA,NA,0,0,NA,2,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2
Nagaland,13. Gross Value of Plant & Machinary,10556,NA,NA,314,0,NA,0,NA,NA,10096,NA,0,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,146
Nagaland,14. Value of Product and By-Product,35023,NA,NA,7457,396,NA,39,NA,NA,23872,NA,29,NA,NA,NA,280,2528,NA,377,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,13
Nagaland,15. Total Output,44889,NA,NA,7604,397,NA,40,NA,NA,24143,NA,433,NA,NA,NA,283,2559,NA,391,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,9001
Nagaland,16. Fuels Consumed,1217,NA,NA,155,47,NA,1,NA,NA,305,NA,13,NA,NA,NA,6,649,NA,16,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,24
Nagaland,17. Materials Consumed,21788,NA,NA,6558,256,NA,18,NA,NA,13922,NA,174,NA,NA,NA,195,380,NA,251,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,19
Nagaland,18. Total Inputs,31951,NA,NA,7015,310,NA,19,NA,NA,14669,NA,212,NA,NA,NA,209,1089,NA,273,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,8136
Nagaland,19. Gross Value Added,12938,NA,NA,589,87,NA,21,NA,NA,9474,NA,221,NA,NA,NA,74,1470,NA,118,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,865
Nagaland,20. Depreciation,712,NA,NA,74,30,NA,0,NA,NA,407,NA,25,NA,NA,NA,2,42,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,128
Nagaland,21. Net Value Added,12225,NA,NA,515,57,NA,20,NA,NA,9068,NA,196,NA,NA,NA,71,1427,NA,116,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,736
Nagaland,22. Net Fixed Capital Formation,-324,NA,NA,-36,-30,NA,0,NA,NA,-253,NA,-13,NA,NA,NA,27,18,NA,-2,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,-35
Nagaland,23. Gross Fixed Capital Formation,388,NA,NA,38,0,NA,0,NA,NA,154,NA,13,NA,NA,NA,29,61,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,94
Nagaland,24. Addition in Stock of,236,NA,NA,102,1,NA,0,NA,NA,-95,NA,8,NA,NA,NA,-5,27,NA,9,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,190
Nagaland,"(a) Materials, Fuels etc.",235,NA,NA,147,0,NA,0,NA,NA,-97,NA,8,NA,NA,NA,-2,-1,NA,-8,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,190
Nagaland,(b) Semi-Finished Goods,-6,NA,NA,0,0,NA,0,NA,NA,-22,NA,0,NA,NA,NA,0,14,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0
Nagaland, (c) Finished Goods,7,NA,NA,-45,1,NA,0,NA,NA,24,NA,0,NA,NA,NA,-3,14,NA,16,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0
Nagaland,25. Gross Capital Formation,624,NA,NA,139,1,NA,0,NA,NA,60,NA,21,NA,NA,NA,24,88,NA,9,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,283
Nagaland,26. Income,11830,NA,NA,390,57,NA,17,NA,NA,9028,NA,175,NA,NA,NA,66,1350,NA,115,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,614
Nagaland,27. Profit,8509,NA,NA,180,16,NA,11,NA,NA,7243,NA,90,NA,NA,NA,36,559,NA,80,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,286
Odisha,1. Number of Factories (no.),2803,20,NA,919,49,145,40,3,NA,85,38,12,49,78,19,64,558,368,133,NA,41,30,7,3,20,NA,8,NA,NA,115
Odisha,2. Factories in Operation (no.),2469,20,NA,829,41,135,39,3,NA,75,35,12,47,76,17,63,455,294,126,NA,38,29,7,3,20,NA,8,NA,NA,99
Odisha,3. Fixed Capital,22947886,8478,NA,174105,44457,729,9006,90,NA,3660,336621,2725,45757,759765,1580,33950,217739,18624102,27065,NA,23945,30653,3780,70,2363,NA,8538,NA,NA,2588706
Odisha,4. Physical Working Capital,3547298,13542,NA,81991,33136,2302,11735,130,NA,4105,53127,848,29344,146920,908,23605,91005,2867889,36414,NA,33465,22157,1111,340,4414,NA,11909,NA,NA,76900
Odisha,5. Working Capital,-297870,6891,NA,73484,30530,1770,2869,138,NA,-282,213006,4108,18941,100972,531,10341,118778,-879244,49668,NA,26846,3054,242,144,3230,NA,16266,NA,NA,-100152
Odisha,6. Invested Capital,26495184,22019,NA,256096,77593,3032,20741,221,NA,7765,389749,3573,75101,906685,2488,57556,308744,21491992,63479,NA,57410,52811,4891,410,6777,NA,20447,NA,NA,2665606
Odisha,7. Gross Value of Addition to Fixed Capital,6772108,84,NA,39958,4494,92,1422,13,NA,453,54709,320,13489,72452,217,782,46890,5621711,3575,NA,2724,22501,41,6,79,NA,1919,NA,NA,884179
Odisha,8. Rent Paid for Fixed Assets,26938,0,NA,666,609,32,91,2,NA,58,930,180,173,697,11,173,2008,14835,362,NA,23,49,4,0,150,NA,2,NA,NA,5882
Odisha,9. Outstanding Loan,12843522,524,NA,92662,16609,360,6374,412,NA,1687,233635,492,28560,47105,1435,5950,45857,10475004,26319,NA,12644,1935,1939,151,638,NA,11,NA,NA,1843218
Odisha,10. Interest Paid,1304623,397,NA,12395,1507,64,1422,27,NA,384,20046,86,2926,34606,36,1623,10894,1124941,4438,NA,7333,1593,400,22,66,NA,3,NA,NA,79413
Odisha,11. Rent Received for Fixed Assets,2647,12,NA,1674,70,1,25,0,NA,9,0,10,1,263,5,5,252,101,46,NA,0,0,1,0,2,NA,42,NA,NA,128
Odisha,12. Interest Received,93832,128,NA,2309,88,5,86,0,NA,15,1843,95,648,3742,4,91,1069,81413,551,NA,75,61,28,2,5,NA,28,NA,NA,1543
Odisha,13. Gross Value of Plant & Machinary,17686176,0,NA,98439,43259,84,11153,56,NA,8493,290693,2459,41790,878532,648,75819,289135,13616708,18271,NA,16211,19257,4039,196,1605,NA,11526,NA,NA,2257803
Odisha,14. Value of Product and By-Product,11316815,13093,NA,650653,125938,10601,36790,724,NA,4585,294019,10344,143498,1152680,1936,86933,428974,7405382,148314,NA,298062,25866,6074,756,9861,NA,25954,NA,NA,435778
Odisha,15. Total Output,13117979,13456,NA,790507,130576,13878,38975,919,NA,6793,304674,21036,169515,1225941,2272,88857,474103,8667891,165399,NA,300017,27341,6181,756,43803,NA,30315,NA,NA,594772
Odisha,16. Fuels Consumed,1473449,316,NA,22515,2977,102,1715,17,NA,948,26278,285,1762,98487,60,5786,53886,1243660,4892,NA,1677,369,611,37,655,NA,1169,NA,NA,5243
Odisha,17. Materials Consumed,7131651,8824,NA,600328,67085,3846,29718,540,NA,3154,153051,14464,121831,732435,892,71380,214113,4446966,126536,NA,274321,17896,4304,499,7949,NA,12441,NA,NA,219077
Odisha,18. Total Inputs,10574792,10416,NA,722122,93919,7355,34495,618,NA,6341,249051,17218,148598,1011382,1461,82363,350448,6871397,146893,NA,282240,23940,5268,583,32224,NA,21450,NA,NA,455010
Odisha,19. Gross Value Added,2543187,3040,NA,68385,36657,6523,4480,301,NA,452,55623,3818,20917,214559,811,6494,123655,1796494,18506,NA,17777,3401,913,173,11579,NA,8865,NA,NA,139762
Odisha,20. Depreciation,874694,1110,NA,15952,6535,76,934,9,NA,223,13598,369,4416,62580,173,4250,23373,641203,2538,NA,2231,1708,333,22,175,NA,1199,NA,NA,91688
Odisha,21. Net Value Added,1668493,1931,NA,52433,30122,6447,3547,292,NA,230,42024,3449,16502,151979,638,2245,100282,1155290,15967,NA,15546,1692,581,152,11404,NA,7667,NA,NA,48075
Odisha,22. Net Fixed Capital Formation,-53053,-1032,NA,17434,-6645,5,302,4,NA,205,39466,-85,3217,2843,-101,-3608,14094,-340808,1050,NA,-145,20720,-302,-21,-91,NA,-2524,NA,NA,202969
Odisha,23. Gross Fixed Capital Formation,821641,78,NA,33386,-109,82,1235,13,NA,428,53065,283,7633,65423,73,641,37467,300395,3588,NA,2087,22429,31,1,84,NA,-1325,NA,NA,294657
Odisha,24. Addition in Stock of,468153,3920,NA,15919,5319,-136,-3228,-4,NA,-281,14810,-306,-1866,14317,159,-1933,2196,365115,11305,NA,13289,88,33,37,494,NA,293,NA,NA,28613
Odisha,"(a) Materials, Fuels etc.",385429,5779,NA,13101,2841,86,-154,0,NA,-113,6778,-300,-1676,36022,84,-1019,5186,282612,-1054,NA,8702,-113,-18,8,503,NA,-695,NA,NA,28871
Odisha,(b) Semi-Finished Goods,-60648,0,NA,-2235,-1,-17,58,0,NA,-1,2667,0,599,-9519,38,434,-2568,-69218,16317,NA,1563,422,48,13,-125,NA,872,NA,NA,4
Odisha, (c) Finished Goods,143372,-1859,NA,5053,2479,-205,-3132,-4,NA,-167,5365,-6,-789,-12186,37,-1348,-422,151721,-3958,NA,3024,-221,3,16,116,NA,116,NA,NA,-262
Odisha,25. Gross Capital Formation,1289794,3998,NA,49306,5209,-54,-1993,8,NA,146,67874,-23,5767,79740,231,-1291,39662,665510,14893,NA,15377,22517,63,38,579,NA,-1031,NA,NA,323270
Odisha,26. Income,433411,1674,NA,43354,28164,6357,2145,263,NA,-188,22891,3289,14052,120680,601,544,88701,97028,11765,NA,8266,112,205,131,11195,NA,7732,NA,NA,-35550
Odisha,27. Profit,-334037,963,NA,19676,19488,1820,-644,-23,NA,-1429,4352,1196,9769,80938,-111,-9030,50875,-474721,5388,NA,3616,-2873,-177,31,10172,NA,1950,NA,NA,-55265
Puducherry,1. Number of Factories (no.),716,NA,NA,52,13,NA,37,4,25,5,54,12,NA,106,48,135,23,35,48,17,21,19,16,5,6,18,NA,NA,NA,17
Puducherry,2. Factories in Operation (no.),612,NA,NA,49,12,NA,37,3,17,4,50,7,NA,84,48,109,22,31,35,16,16,15,16,5,4,18,NA,NA,NA,16
Puducherry,3. Fixed Capital,503697,NA,NA,17978,7432,NA,40357,241,630,428,5224,166,NA,75946,29702,72787,68306,12611,13724,19648,17743,16621,17566,662,7124,16056,NA,NA,NA,62744
Puducherry,4. Physical Working Capital,283287,NA,NA,38131,6963,NA,24897,206,1377,1851,3092,256,NA,39231,11597,19008,18247,9864,19957,36594,12012,5176,9694,656,3592,16746,NA,NA,NA,4141
Puducherry,5. Working Capital,235092,NA,NA,26222,-2018,NA,-6034,107,2662,2619,3657,1295,NA,50921,-38509,20858,9111,-3678,8834,31018,21480,20224,63774,543,2960,15511,NA,NA,NA,3538
Puducherry,6. Invested Capital,786985,NA,NA,56110,14395,NA,65254,447,2007,2279,8316,422,NA,115178,41300,91795,86553,22475,33680,56242,29755,21797,27260,1318,10715,32801,NA,NA,NA,66885
Puducherry,7. Gross Value of Addition to Fixed Capital,66893,NA,NA,4647,1147,NA,74,36,56,7,674,9,NA,15005,6085,15565,4283,2208,1358,5988,2740,2608,2076,110,458,1480,NA,NA,NA,279
Puducherry,8. Rent Paid for Fixed Assets,6246,NA,NA,302,37,NA,233,18,49,10,193,0,NA,696,103,261,101,73,74,2671,618,104,29,4,18,201,NA,NA,NA,451
Puducherry,9. Outstanding Loan,176967,NA,NA,18865,1892,NA,3047,138,44,2287,1552,0,NA,13984,14414,2979,3817,3469,551,1001,2483,340,1170,74,123,102604,NA,NA,NA,2132
Puducherry,10. Interest Paid,26254,NA,NA,3477,711,NA,2964,16,41,271,582,0,NA,3903,3706,654,1221,1292,570,1103,2315,261,296,57,714,1588,NA,NA,NA,512
Puducherry,11. Rent Received for Fixed Assets,239,NA,NA,94,0,NA,5,0,0,0,9,0,NA,0,4,0,0,2,2,2,68,2,2,0,2,47,NA,NA,NA,0
